Incident_Zip,Complaint_Type,count
11207.0,OUTSIDE BUILDING,95
11207.0,Other Enforcement,413
11207.0,Overflowing Litter Baskets,12
11207.0,Overgrown Tree/Branches,635
11207.0,PAINT/PLASTER,3430
11207.0,PLUMBING,3085
11207.0,Panhandling,12
11207.0,Peeling Paint,1
11207.0,Plant,12
11207.0,Plumbing,434
11207.0,Poison Ivy,2
11207.0,Posting Advertisement,9
11207.0,Public Payphone Complaint,3
11207.0,Public Toilet,1
11207.0,Quality of Life,7
11207.0,Recycling Enforcement,20
11207.0,Request Large Bulky Item Collection,1887
11207.0,Request Xmas Tree Collection,5
11207.0,Rodent,1842
11207.0,Root/Sewer/Sidewalk Condition,277
11207.0,SAFETY,616
11207.0,Safety,10
11207.0,Sanitation Condition,2246
11207.0,Scaffold Safety,9
11207.0,School Maintenance,77
11207.0,Senior Center Complaint,7
11207.0,Sewer,1244
11207.0,Sidewalk Condition,1178
11207.0,Single Occupancy Bathroom,1
11207.0,Smoking,41
11207.0,Snow,221
11207.0,Snow Removal,1
11207.0,Special Natural Area District (SNAD),2
11207.0,Special Operations,9
11207.0,Special Projects Inspection Team (SPIT),116
11207.0,Squeegee,1
11207.0,Stalled Sites,1
11207.0,Standing Water,75
11207.0,Street Condition,3760
11207.0,Street Light Condition,3065
11207.0,Street Sign - Damaged,289
11207.0,Street Sign - Dangling,139
11207.0,Street Sign - Missing,234
11207.0,Sustainability Enforcement,49
11207.0,Sweeping/Inadequate,22
11207.0,Sweeping/Missed,57
11207.0,Taxi Complaint,90
11207.0,Taxi Report,16
11207.0,Traffic,125
11207.0,Traffic Signal Condition,1835
11207.0,Transportation Provider Complaint,1
11207.0,UNSANITARY CONDITION,5139
11207.0,Unleashed Dog,28
11207.0,Unsanitary Animal Pvt Property,80
11207.0,Unsanitary Condition,83
11207.0,Unsanitary Pigeon Condition,13
11207.0,Urinating in Public,28
11207.0,Vacant Lot,288
11207.0,Vending,41
11207.0,Violation of Park Rules,18
11207.0,WATER LEAK,2311
11207.0,Water Conservation,227
11207.0,Water Quality,36
11207.0,Water System,3337
11207.0,Window Guard,1
11208.0,APPLIANCE,640
11208.0,Abandoned Vehicle,321
11208.0,Advocate-Foreclosure,1
11208.0,Air Quality,134
11208.0,Animal Abuse,347
11208.0,Animal Facility - No Permit,4
11208.0,Animal in a Park,6
11208.0,Animal-Abuse,55
11208.0,Asbestos,82
11208.0,BEST/Site Safety,30
11208.0,Beach/Pool/Sauna Complaint,4
11208.0,Bike Rack Condition,4
11208.0,Bike/Roller/Skate Chronic,8
11208.0,Blocked Driveway,9624
11208.0,Boilers,67
11208.0,Borough Office,128
11208.0,Bottled Water,1
11208.0,Broken Muni Meter,56
11208.0,Broken Parking Meter,56
11208.0,Building Marshals office,60
11208.0,Building/Use,2097
11208.0,Bus Stop Shelter Complaint,16
11208.0,Bus Stop Shelter Placement,3
11208.0,Calorie Labeling,1
11208.0,Collection Truck Noise,2
11208.0,Construction,5
11208.0,Construction Lead Dust,3
11208.0,Construction Safety Enforcement,76
11208.0,Consumer Complaint,768
11208.0,Cranes and Derricks,1
11208.0,Curb Condition,197
11208.0,DOF Property - Payment Issue,51
11208.0,DOOR/WINDOW,1777
11208.0,DPR Internal,5
11208.0,DRIE,16
11208.0,Damaged Tree,561
11208.0,Day Care,28
11208.0,Dead Tree,34
11208.0,Dead/Dying Tree,176
11208.0,Derelict Bicycle,8
11208.0,Derelict Vehicle,1103
11208.0,Derelict Vehicles,3626
11208.0,Dirty Conditions,1569
11208.0,Disorderly Youth,5
11208.0,Drinking,64
11208.0,Drinking Water,5
11208.0,Drug Activity,82
11208.0,ELECTRIC,1611
11208.0,ELEVATOR,22
11208.0,Electrical,183
11208.0,Electronics Waste,300
11208.0,Electronics Waste Appointment,509
11208.0,Elevator,555
11208.0,Emergency Response Team (ERT),74
11208.0,Executive Inspections,6
11208.0,FLOORING/STAIRS,1235
11208.0,Food Establishment,226
11208.0,Food Poisoning,70
11208.0,For Hire Vehicle Complaint,144
11208.0,For Hire Vehicle Report,8
11208.0,GENERAL,1102
11208.0,General,9
11208.0,General Construction/Plumbing,1301
11208.0,Graffiti,1313
11208.0,HEAT/HOT WATER,8108
11208.0,Harboring Bees/Wasps,12
11208.0,Hazardous Materials,84
11208.0,Highway Condition,2
11208.0,Homeless Encampment,87
11208.0,Homeless Person Assistance,291
11208.0,Homeless Street Condition,2
11208.0,Illegal Animal Kept as Pet,9
11208.0,Illegal Animal Sold,1
11208.0,Illegal Fireworks,14
11208.0,Illegal Parking,6237
11208.0,Illegal Tree Damage,73
11208.0,Indoor Air Quality,101
11208.0,Indoor Sewage,73
11208.0,Industrial Waste,40
11208.0,Investigations and Discipline (IAD),22
11208.0,Lead,146
11208.0,LinkNYC,2
11208.0,Litter Basket / Request,103
11208.0,Lost Property,8
11208.0,Maintenance or Facility,90
11208.0,Miscellaneous Categories,143
11208.0,Missed Collection,3
11208.0,Missed Collection (All Materials),1289
11208.0,Mobile Food Vendor,8
11208.0,Mold,3
11208.0,Mosquitoes,20
11208.0,Municipal Parking Facility,5
11208.0,New Tree Request,233
11208.0,Noise,621
11208.0,Noise - Commercial,837
11208.0,Noise - Helicopter,48
11208.0,Noise - House of Worship,347
11208.0,Noise - Park,15
11208.0,Noise - Residential,9747
11208.0,Noise - Street/Sidewalk,2643
11208.0,Noise - Vehicle,1238
11208.0,Non-Emergency Police Matter,290
11208.0,Non-Residential Heat,19
11208.0,OEM Disabled Vehicle,6
11208.0,OUTSIDE BUILDING,64
11208.0,Other Enforcement,337
11208.0,Overflowing Litter Baskets,14
11208.0,Overgrown Tree/Branches,562
11208.0,PAINT/PLASTER,2586
11208.0,PLUMBING,2501
11208.0,Panhandling,9
11208.0,Peeling Paint,1
11208.0,Pet Shop,1
11208.0,Plant,3
11208.0,Plumbing,309
11208.0,Poison Ivy,5
11208.0,Posting Advertisement,2
11208.0,Public Payphone Complaint,4
11208.0,Quality of Life,9
11208.0,Recycling Enforcement,7
11208.0,Request Changes - A.S.P.,1
11208.0,Request Large Bulky Item Collection,1609
11208.0,Request Xmas Tree Collection,6
11208.0,Rodent,1260
11208.0,Root/Sewer/Sidewalk Condition,280
11208.0,SAFETY,603
11208.0,Safety,6
11208.0,Sanitation Condition,2048
11208.0,Scaffold Safety,2
11208.0,School Maintenance,57
11208.0,Senior Center Complaint,14
11208.0,Sewer,1238
11208.0,Sidewalk Condition,803
11208.0,Smoking,34
11208.0,Snow,209
11208.0,Special Natural Area District (SNAD),3
11208.0,Special Operations,1
11208.0,Special Projects Inspection Team (SPIT),279
11208.0,Standing Water,91
11208.0,Street Condition,3188
11208.0,Street Light Condition,2059
11208.0,Street Sign - Damaged,260
11208.0,Street Sign - Dangling,99
11208.0,Street Sign - Missing,258
11208.0,Sustainability Enforcement,18
11208.0,Sweeping/Inadequate,24
11208.0,Sweeping/Missed,37
11208.0,Tattooing,3
11208.0,Taxi Complaint,76
11208.0,Taxi Report,9
11208.0,Traffic,81
11208.0,Traffic Signal Condition,1034
11208.0,Transportation Provider Complaint,1
11208.0,UNSANITARY CONDITION,4347
11208.0,Unleashed Dog,35
11208.0,Unlicensed Dog,1
11208.0,Unsanitary Animal Facility,4
11208.0,Unsanitary Animal Pvt Property,150
11208.0,Unsanitary Condition,69
11208.0,Unsanitary Pigeon Condition,32
11208.0,Urinating in Public,16
11208.0,Vacant Lot,247
11208.0,Vending,62
11208.0,Violation of Park Rules,12
11208.0,WATER LEAK,1754
11208.0,Water Conservation,236
11208.0,Water Quality,33
11208.0,Water System,3238
11208.0,Window Guard,3
11209.0,APPLIANCE,186
11209.0,Abandoned Vehicle,117
11209.0,Adopt-A-Basket,3
11209.0,Air Quality,238
11209.0,Animal Abuse,256
11209.0,Animal Facility - No Permit,5
11209.0,Animal in a Park,38
11209.0,Animal-Abuse,47
11209.0,Asbestos,69
11209.0,BEST/Site Safety,28
11209.0,Beach/Pool/Sauna Complaint,2
11209.0,Bike Rack Condition,3
11209.0,Bike/Roller/Skate Chronic,7
11209.0,Blocked Driveway,4860
11209.0,Boilers,53
11209.0,Borough Office,40
11209.0,Broken Muni Meter,476
11209.0,Broken Parking Meter,319
11209.0,Building Marshals office,86
11209.0,Building/Use,876
11209.0,Bus Stop Shelter Complaint,57
11209.0,Bus Stop Shelter Placement,4
11209.0,Calorie Labeling,1
11209.0,City Vehicle Placard Complaint,11
11209.0,Collection Truck Noise,9
11209.0,Construction Lead Dust,4
11209.0,Construction Safety Enforcement,57
11209.0,Consumer Complaint,491
11209.0,Cranes and Derricks,4
11209.0,Curb Condition,246
11209.0,DOF Property - Payment Issue,77
11209.0,DOOR/WINDOW,515
11209.0,DPR Internal,8
11209.0,DRIE,21
11209.0,Damaged Tree,1469
11209.0,Day Care,4
11209.0,Dead Tree,69
11209.0,Dead/Dying Tree,353
11209.0,Derelict Bicycle,107
11209.0,Derelict Vehicle,552
11209.0,Derelict Vehicles,571
11209.0,Dirty Conditions,981
11209.0,Disorderly Youth,8
11209.0,Drinking,27
11209.0,Drinking Water,6
11209.0,Drug Activity,35
11209.0,ELECTRIC,393
11209.0,ELEVATOR,22
11209.0,Electrical,66
11209.0,Electronics Waste Appointment,366
11209.0,Elevator,350
11209.0,Emergency Response Team (ERT),167
11209.0,Executive Inspections,16
11209.0,FLOORING/STAIRS,264
11209.0,Facades,8
11209.0,Food Establishment,453
11209.0,Food Poisoning,109
11209.0,For Hire Vehicle Complaint,169
11209.0,For Hire Vehicle Report,15
11209.0,Found Property,1
11209.0,GENERAL,406
11209.0,General,6
11209.0,General Construction/Plumbing,1907
11209.0,Graffiti,632
11209.0,Green Taxi Complaint,1
11209.0,HEAT/HOT WATER,8663
11209.0,Harboring Bees/Wasps,7
11209.0,Hazardous Materials,83
11209.0,Highway Condition,110
11209.0,Homeless Encampment,74
11209.0,Homeless Person Assistance,374
11209.0,Homeless Street Condition,1
11209.0,Illegal Animal Kept as Pet,8
11209.0,Illegal Animal Sold,4
11209.0,Illegal Fireworks,12
11209.0,Illegal Parking,10758
11209.0,Illegal Tree Damage,141
11209.0,Indoor Air Quality,120
11209.0,Indoor Sewage,21
11209.0,Industrial Waste,57
11209.0,Investigations and Discipline (IAD),25
11209.0,Lead,408
11209.0,Legal Services Provider Complaint,1
11209.0,Litter Basket / Request,33
11209.0,Lost Property,2
11209.0,Maintenance or Facility,165
11209.0,Miscellaneous Categories,58
11209.0,Missed Collection,7
11209.0,Missed Collection (All Materials),1634
11209.0,Mobile Food Vendor,8
11209.0,Mold,12
11209.0,Mosquitoes,11
11209.0,Municipal Parking Facility,7
11209.0,New Tree Request,530
11209.0,Noise,1690
11209.0,Noise - Commercial,1544
11209.0,Noise - Helicopter,15
11209.0,Noise - House of Worship,33
11209.0,Noise - Park,35
11209.0,Noise - Residential,4709
11209.0,Noise - Street/Sidewalk,849
11209.0,Noise - Vehicle,506
11209.0,Non-Emergency Police Matter,195
11209.0,Non-Residential Heat,13
11209.0,OUTSIDE BUILDING,16
11209.0,Other Enforcement,220
11209.0,Overflowing Litter Baskets,8
11209.0,Overgrown Tree/Branches,655
11209.0,PAINT/PLASTER,988
11209.0,PLUMBING,798
11209.0,Panhandling,11
11209.0,Pet Shop,6
11209.0,Plant,18
11209.0,Plumbing,167
11209.0,Poison Ivy,5
11209.0,Posting Advertisement,11
11209.0,Public Payphone Complaint,60
11209.0,Quality of Life,18
11209.0,Recycling Enforcement,18
11209.0,Request Large Bulky Item Collection,8038
11209.0,Request Xmas Tree Collection,14
11209.0,Rodent,561
11209.0,Root/Sewer/Sidewalk Condition,336
11209.0,SAFETY,186
11209.0,Sanitation Condition,928
11209.0,Scaffold Safety,4
11209.0,School Maintenance,40
11209.0,Senior Center Complaint,2
11209.0,Sewer,834
11209.0,Sidewalk Condition,1206
11209.0,Smoking,102
11209.0,Snow,389
11209.0,Snow Removal,1
11209.0,Special Natural Area District (SNAD),1
11209.0,Special Projects Inspection Team (SPIT),198
11209.0,Stalled Sites,2
11209.0,Standing Water,69
11209.0,Street Condition,2863
11209.0,Street Light Condition,1491
11209.0,Street Sign - Damaged,190
11209.0,Street Sign - Dangling,128
11209.0,Street Sign - Missing,90
11209.0,Sustainability Enforcement,11
11209.0,Sweeping/Inadequate,20
11209.0,Sweeping/Missed,29
11209.0,Tanning,1
11209.0,Tattooing,1
11209.0,Taxi Complaint,107
11209.0,Taxi Report,12
11209.0,Traffic,97
11209.0,Traffic Signal Condition,658
11209.0,UNSANITARY CONDITION,1620
11209.0,Unleashed Dog,16
11209.0,Unlicensed Dog,1
11209.0,Unsanitary Animal Facility,4
11209.0,Unsanitary Animal Pvt Property,78
11209.0,Unsanitary Condition,10
11209.0,Unsanitary Pigeon Condition,43
11209.0,Urinating in Public,15
11209.0,Vacant Lot,13
11209.0,Vending,52
11209.0,Violation of Park Rules,35
11209.0,WATER LEAK,522
11209.0,Water Conservation,84
11209.0,Water Quality,64
11209.0,Water System,1741
11209.0,X-Ray Machine/Equipment,2
11210.0,APPLIANCE,345
11210.0,Abandoned Vehicle,219
11210.0,Adopt-A-Basket,1
11210.0,Air Quality,120
11210.0,Animal Abuse,69
11210.0,Animal in a Park,8
11210.0,Animal-Abuse,19
11210.0,Asbestos,49
11210.0,BEST/Site Safety,76
11210.0,Beach/Pool/Sauna Complaint,2
11210.0,Bike Rack Condition,3
11210.0,Bike/Roller/Skate Chronic,2
11210.0,Blocked Driveway,5941
11210.0,Boilers,33
11210.0,Borough Office,51
11210.0,Broken Muni Meter,290
11210.0,Broken Parking Meter,183
11210.0,Building Marshals office,16
11210.0,Building/Use,578
11210.0,Bus Stop Shelter Complaint,26
11210.0,Bus Stop Shelter Placement,1
11210.0,City Vehicle Placard Complaint,3
11210.0,Construction,1
11210.0,Construction Lead Dust,1
11210.0,Construction Safety Enforcement,97
11210.0,Consumer Complaint,318
11210.0,Curb Condition,210
11210.0,DEP Street Condition,1
11210.0,DOF Property - Payment Issue,59
11210.0,DOOR/WINDOW,1175
11210.0,DRIE,14
11210.0,Damaged Tree,1140
11210.0,Day Care,24
11210.0,Dead Tree,51
11210.0,Dead/Dying Tree,243
11210.0,Derelict Bicycle,11
11210.0,Derelict Vehicle,634
11210.0,Derelict Vehicles,1874
11210.0,Dirty Conditions,859
11210.0,Disorderly Youth,4
11210.0,Drinking,15
11210.0,Drinking Water,2
11210.0,Drug Activity,28
11210.0,ELECTRIC,876
11210.0,ELEVATOR,55
11210.0,Electrical,101
11210.0,Electronics Waste,40
11210.0,Electronics Waste Appointment,323
11210.0,Elevator,585
11210.0,Emergency Response Team (ERT),125
11210.0,Executive Inspections,11
11210.0,FLOORING/STAIRS,822
11210.0,Foam Ban Enforcement,2
11210.0,Food Establishment,149
11210.0,Food Poisoning,46
11210.0,For Hire Vehicle Complaint,82
11210.0,For Hire Vehicle Report,14
11210.0,GENERAL,743
11210.0,General,7
11210.0,General Construction/Plumbing,983
11210.0,Graffiti,391
11210.0,HEAT/HOT WATER,7428
11210.0,Harboring Bees/Wasps,17
11210.0,Hazardous Materials,63
11210.0,Homeless Encampment,50
11210.0,Homeless Person Assistance,286
11210.0,Homeless Street Condition,1
11210.0,Illegal Animal Kept as Pet,2
11210.0,Illegal Animal Sold,2
11210.0,Illegal Fireworks,11
11210.0,Illegal Parking,4601
11210.0,Illegal Tree Damage,85
11210.0,Indoor Air Quality,137
11210.0,Indoor Sewage,32
11210.0,Industrial Waste,12
11210.0,Investigations and Discipline (IAD),8
11210.0,Lead,165
11210.0,Litter Basket / Request,41
11210.0,Lost Property,4
11210.0,Maintenance or Facility,102
11210.0,Miscellaneous Categories,38
11210.0,Missed Collection,1
11210.0,Missed Collection (All Materials),1381
11210.0,Mobile Food Vendor,19
11210.0,Mold,9
11210.0,Mosquitoes,12
11210.0,New Tree Request,580
11210.0,Noise,633
11210.0,Noise - Commercial,313
11210.0,Noise - Helicopter,42
11210.0,Noise - House of Worship,36
11210.0,Noise - Park,23
11210.0,Noise - Residential,5125
11210.0,Noise - Street/Sidewalk,673
11210.0,Noise - Vehicle,286
11210.0,Non-Emergency Police Matter,135
11210.0,Non-Residential Heat,29
11210.0,OUTSIDE BUILDING,50
11210.0,Other Enforcement,184
11210.0,Overflowing Litter Baskets,11
11210.0,Overgrown Tree/Branches,729
11210.0,PAINT/PLASTER,1847
11210.0,PLUMBING,1453
11210.0,Panhandling,2
11210.0,Plumbing,101
11210.0,Posting Advertisement,3
11210.0,Public Payphone Complaint,5
11210.0,Quality of Life,1
11210.0,Recycling Enforcement,14
11210.0,Request Large Bulky Item Collection,1377
11210.0,Request Xmas Tree Collection,10
11210.0,Rodent,636
11210.0,Root/Sewer/Sidewalk Condition,495
11210.0,SAFETY,227
11210.0,Safety,5
11210.0,Sanitation Condition,1179
11210.0,Scaffold Safety,1
11210.0,School Maintenance,47
11210.0,Senior Center Complaint,3
11210.0,Sewer,864
11210.0,Sidewalk Condition,802
11210.0,Smoking,63
11210.0,Snow,223
11210.0,Snow Removal,3
11210.0,Special Natural Area District (SNAD),3
11210.0,Special Projects Inspection Team (SPIT),40
11210.0,Standing Water,71
11210.0,Street Condition,1890
11210.0,Street Light Condition,719
11210.0,Street Sign - Damaged,180
11210.0,Street Sign - Dangling,82
11210.0,Street Sign - Missing,105
11210.0,Sustainability Enforcement,26
11210.0,Sweeping/Inadequate,17
11210.0,Sweeping/Missed,34
11210.0,Tattooing,1
11210.0,Taxi Complaint,63
11210.0,Taxi Report,5
11210.0,Traffic,72
11210.0,Traffic Signal Condition,576
11210.0,UNSANITARY CONDITION,2775
11210.0,Unleashed Dog,10
11210.0,Unsanitary Animal Pvt Property,31
11210.0,Unsanitary Condition,54
11210.0,Unsanitary Pigeon Condition,7
11210.0,Urinating in Public,11
11210.0,Vacant Lot,33
11210.0,Vending,25
11210.0,Violation of Park Rules,3
11210.0,WATER LEAK,1227
11210.0,Water Conservation,92
11210.0,Water Quality,31
11210.0,Water System,1362
11210.0,Window Guard,1
11211.0,APPLIANCE,217
11211.0,Abandoned Vehicle,137
11211.0,Adopt-A-Basket,2
11211.0,Advocate - Levy,1
11211.0,Air Quality,498
11211.0,Animal Abuse,202
11211.0,Animal Facility - No Permit,5
11211.0,Animal in a Park,23
11211.0,Animal-Abuse,49
11211.0,Asbestos,105
11211.0,BEST/Site Safety,125
11211.0,Beach/Pool/Sauna Complaint,2
11211.0,Bike Rack Condition,21
11211.0,Bike/Roller/Skate Chronic,43
11211.0,Blocked Driveway,2766
11211.0,Boilers,35
11211.0,Borough Office,101
11211.0,Bottled Water,1
11211.0,Bridge Condition,1
11211.0,Broken Muni Meter,259
11211.0,Broken Parking Meter,111
11211.0,Building Marshals office,57
11211.0,Building/Use,407
11211.0,Bus Stop Shelter Complaint,19
11211.0,Bus Stop Shelter Placement,7
11211.0,City Vehicle Placard Complaint,3
11211.0,Collection Truck Noise,2
11211.0,Construction Lead Dust,4
11211.0,Construction Safety Enforcement,427
11211.0,Consumer Complaint,408
11211.0,Cranes and Derricks,21
11211.0,Curb Condition,204
11211.0,DOF Property - Payment Issue,43
11211.0,DOOR/WINDOW,742
11211.0,DPR Internal,16
11211.0,DRIE,16
11211.0,Damaged Tree,648
11211.0,Day Care,4
11211.0,Dead Tree,32
11211.0,Dead/Dying Tree,215
11211.0,Dept of Investigations,1
11211.0,Derelict Bicycle,250
11211.0,Derelict Vehicle,408
11211.0,Derelict Vehicles,420
11211.0,Dirty Conditions,1067
11211.0,Disorderly Youth,2
11211.0,Drinking,60
11211.0,Drinking Water,6
11211.0,Drug Activity,46
11211.0,ELECTRIC,515
11211.0,ELEVATOR,28
11211.0,Electrical,77
11211.0,Electronics Waste,112
11211.0,Electronics Waste Appointment,154
11211.0,Elevator,305
11211.0,Emergency Response Team (ERT),319
11211.0,Executive Inspections,8
11211.0,FLOORING/STAIRS,646
11211.0,Facades,3
11211.0,Fire Alarm - New System,1
11211.0,Food Establishment,336
11211.0,Food Poisoning,84
11211.0,For Hire Vehicle Complaint,526
11211.0,For Hire Vehicle Report,19
11211.0,Found Property,15
11211.0,GENERAL,575
11211.0,General,10
11211.0,General Construction/Plumbing,1862
11211.0,Graffiti,1803
11211.0,Green Taxi Complaint,1
11211.0,HEAT/HOT WATER,3961
11211.0,Hazardous Materials,120
11211.0,Highway Condition,63
11211.0,Homeless Encampment,162
11211.0,Homeless Person Assistance,472
11211.0,Homeless Street Condition,11
11211.0,Illegal Animal Kept as Pet,7
11211.0,Illegal Fireworks,18
11211.0,Illegal Parking,3965
11211.0,Illegal Tree Damage,134
11211.0,Indoor Air Quality,227
11211.0,Indoor Sewage,27
11211.0,Industrial Waste,54
11211.0,Interior Demo,2
11211.0,Investigations and Discipline (IAD),12
11211.0,Lead,361
11211.0,LinkNYC,9
11211.0,Litter Basket / Request,112
11211.0,Lost Property,22
11211.0,Maintenance or Facility,203
11211.0,Miscellaneous Categories,83
11211.0,Missed Collection,3
11211.0,Missed Collection (All Materials),1809
11211.0,Mobile Food Vendor,17
11211.0,Mold,9
11211.0,Mosquitoes,4
11211.0,New Tree Request,540
11211.0,Noise,3633
11211.0,Noise - Commercial,4304
11211.0,Noise - Helicopter,9
11211.0,Noise - House of Worship,35
11211.0,Noise - Park,71
11211.0,Noise - Residential,7500
11211.0,Noise - Street/Sidewalk,5171
11211.0,Noise - Vehicle,2102
11211.0,Non-Emergency Police Matter,231
11211.0,Non-Residential Heat,24
11211.0,OUTSIDE BUILDING,27
11211.0,Other Enforcement,285
11211.0,Overflowing Litter Baskets,21
11211.0,Overflowing Recycling Baskets,3
11211.0,Overgrown Tree/Branches,252
11211.0,PAINT/PLASTER,1133
11211.0,PLUMBING,954
11211.0,Panhandling,11
11211.0,Pet Shop,2
11211.0,Plant,1
11211.0,Plumbing,218
11211.0,Poison Ivy,1
11211.0,Posting Advertisement,5
11211.0,Quality of Life,9
11211.0,Radioactive Material,1
11211.0,Recycling Enforcement,28
11211.0,Request Large Bulky Item Collection,2406
11211.0,Request Xmas Tree Collection,4
11211.0,Rodent,1328
11211.0,Root/Sewer/Sidewalk Condition,142
11211.0,SAFETY,227
11211.0,Sanitation Condition,1095
11211.0,Scaffold Safety,13
11211.0,School Maintenance,36
11211.0,Senior Center Complaint,11
11211.0,Sewer,750
11211.0,Sidewalk Condition,1333
11211.0,Single Occupancy Bathroom,1
11211.0,Smoking,69
11211.0,Snow,368
11211.0,Special Operations,2
11211.0,Special Projects Inspection Team (SPIT),267
11211.0,Standing Water,70
11211.0,Street Condition,2541
11211.0,Street Light Condition,1208
11211.0,Street Sign - Damaged,197
11211.0,Street Sign - Dangling,65
11211.0,Street Sign - Missing,203
11211.0,Sustainability Enforcement,99
11211.0,Sweeping/Inadequate,3
11211.0,Sweeping/Missed,2
11211.0,Tattooing,10
11211.0,Taxi Complaint,331
11211.0,Taxi Report,49
11211.0,Traffic,111
11211.0,Traffic Signal Condition,933
11211.0,Transportation Provider Complaint,1
11211.0,UNSANITARY CONDITION,1740
11211.0,Unleashed Dog,8
11211.0,Unsanitary Animal Facility,1
11211.0,Unsanitary Animal Pvt Property,35
11211.0,Unsanitary Condition,60
11211.0,Unsanitary Pigeon Condition,21
11211.0,Urinating in Public,14
11211.0,Vacant Lot,66
11211.0,Vending,86
11211.0,Violation of Park Rules,19
11211.0,WATER LEAK,640
11211.0,Water Conservation,88
11211.0,Water Quality,46
11211.0,Water System,2142
11211.0,Window Guard,2
11212.0,APPLIANCE,930
11212.0,Abandoned Vehicle,166
11212.0,Adopt-A-Basket,4
11212.0,Air Quality,61
11212.0,Animal Abuse,265
11212.0,Animal Facility - No Permit,3
11212.0,Animal in a Park,5
11212.0,Animal-Abuse,60
11212.0,Asbestos,50
11212.0,BEST/Site Safety,19
11212.0,Beach/Pool/Sauna Complaint,1
11212.0,Bike Rack Condition,3
11212.0,Bike/Roller/Skate Chronic,1
11212.0,Blocked Driveway,5294
11212.0,Boilers,71
11212.0,Borough Office,50
11212.0,Bottled Water,1
11212.0,Broken Muni Meter,109
11212.0,Broken Parking Meter,94
11212.0,Building Marshals office,50
11212.0,Building/Use,775
11212.0,Bus Stop Shelter Complaint,33
11212.0,Bus Stop Shelter Placement,7
11212.0,Collection Truck Noise,2
11212.0,Construction,1
11212.0,Construction Lead Dust,1
11212.0,Construction Safety Enforcement,45
11212.0,Consumer Complaint,495
11212.0,Curb Condition,150
11212.0,DOF Property - Payment Issue,37
11212.0,DOOR/WINDOW,2512
11212.0,DPR Internal,33
11212.0,DRIE,14
11212.0,Damaged Tree,439
11212.0,Day Care,42
11212.0,Dead Tree,16
11212.0,Dead/Dying Tree,92
11212.0,Derelict Bicycle,9
11212.0,Derelict Vehicle,375
11212.0,Derelict Vehicles,1688
11212.0,Dirty Conditions,897
11212.0,Disorderly Youth,7
11212.0,Drinking,22
11212.0,Drinking Water,9
11212.0,Drug Activity,85
11212.0,ELECTRIC,1779
11212.0,ELEVATOR,47
11212.0,Electrical,152
11212.0,Electronics Waste,180
11212.0,Electronics Waste Appointment,345
11212.0,Elevator,582
11212.0,Emergency Response Team (ERT),35
11212.0,Executive Inspections,1
11212.0,FLOORING/STAIRS,1364
11212.0,Facades,31
11212.0,Food Establishment,271
11212.0,Food Poisoning,83
11212.0,For Hire Vehicle Complaint,107
11212.0,For Hire Vehicle Report,8
11212.0,GENERAL,1594
11212.0,General,23
11212.0,General Construction/Plumbing,755
11212.0,Graffiti,497
11212.0,Green Taxi Complaint,2
11212.0,HEAT/HOT WATER,11860
11212.0,Harboring Bees/Wasps,1
11212.0,Hazardous Materials,42
11212.0,Highway Condition,2
11212.0,Homeless Encampment,37
11212.0,Homeless Person Assistance,190
11212.0,Illegal Animal Kept as Pet,5
11212.0,Illegal Fireworks,6
11212.0,Illegal Parking,2363
11212.0,Illegal Tree Damage,22
11212.0,Indoor Air Quality,126
11212.0,Indoor Sewage,83
11212.0,Industrial Waste,18
11212.0,Investigations and Discipline (IAD),11
11212.0,Lead,120
11212.0,Lifeguard,2
11212.0,Litter Basket / Request,25
11212.0,Lost Property,4
11212.0,Maintenance or Facility,161
11212.0,Miscellaneous Categories,74
11212.0,Missed Collection,1
11212.0,Missed Collection (All Materials),657
11212.0,Mobile Food Vendor,4
11212.0,Mold,18
11212.0,Mosquitoes,23
11212.0,New Tree Request,207
11212.0,Noise,324
11212.0,Noise - Commercial,323
11212.0,Noise - Helicopter,26
11212.0,Noise - House of Worship,18
11212.0,Noise - Park,51
11212.0,Noise - Residential,9114
11212.0,Noise - Street/Sidewalk,1429
11212.0,Noise - Vehicle,664
11212.0,Non-Emergency Police Matter,612
11212.0,Non-Residential Heat,45
11212.0,OUTSIDE BUILDING,46
11212.0,Other Enforcement,196
11212.0,Overflowing Litter Baskets,13
11212.0,Overgrown Tree/Branches,316
11212.0,PAINT/PLASTER,3339
11212.0,PLUMBING,3432
11212.0,Pet Shop,1
11212.0,Plumbing,196
11212.0,Poison Ivy,2
11212.0,Posting Advertisement,4
11212.0,Public Payphone Complaint,2
11212.0,Recycling Enforcement,6
11212.0,Request Large Bulky Item Collection,1018
11212.0,Request Xmas Tree Collection,3
11212.0,Rodent,1171
11212.0,Root/Sewer/Sidewalk Condition,213
11212.0,SAFETY,518
11212.0,Safety,6
11212.0,Sanitation Condition,861
11212.0,Scaffold Safety,5
11212.0,School Maintenance,94
11212.0,Senior Center Complaint,9
11212.0,Sewer,772
11212.0,Sidewalk Condition,559
11212.0,Smoking,66
11212.0,Snow,122
11212.0,Special Operations,6
11212.0,Special Projects Inspection Team (SPIT),32
11212.0,Standing Water,66
11212.0,Street Condition,2257
11212.0,Street Light Condition,1380
11212.0,Street Sign - Damaged,262
11212.0,Street Sign - Dangling,85
11212.0,Street Sign - Missing,215
11212.0,Sustainability Enforcement,10
